lei;rics
254900N8L3L7NRJT0120;1638.HK
213800794J6EOXERF352;NA
2221001M75L4SO9QJ626;NA
529900TG5WKTAKF9BL36;NA
549300SZ20F0QTKNQC75;NA
2549009KCVHN2XXRH589;2825.TW^I06
5493006M8GRAQRCSCD67;1030.HK
5493008KXF166ICLZP68;NA
213800C9JTKV8DLW6403;SUSEG.DE
549300X2937PB0CJ7I56;GLW
5493003CMWWRZ27LTJ16;NA
5493002TWSCUCMYHQT46;NA
635400RKRK5EGXSPC782;NA
549300N7I63SB0QCTT48;NA
PCYSKIGYNYFDTBLVZU83;FNB
549300MLKSDQYN3TMQ54;NA
549300DEJZCPWA4HKM93;FGP.L
52990056S35ZIJU3MR54;NA
549300EL06DDEFR3W544;NA
549300LRW9WM59C1S579;PGTI.K
549300Q2BEWRADFIOK10;NA
2138008WRC2652IBSX12;1361.HK
529900WTMHHSYRG84I14;NA
529900FYNMMZVL3O2V85;NA
21380068P1DRHMJ8KU70;SHEL.L
DKOVQUCDW4ZLYCUD4T55;LEG
549300WBG6JEJYU52N03;NA
549300RES3HGTKHTVC27;NA
724500E2H60ZHP192G28;NA
529900TH5WJ6KE8N8Z35;ASBN.KZ
549300M5O90YU5QNK243;NA
529900HSQ8AE0RC8VD16;TIVO.O^F20
JE4WFFEELMVPFZ0G1E77;5201.T
549300UHSJ2PRK4GV285;NA
529900BMG606CU1NGU64;NA
5299008VGCLH8JYR3K70;NA
549300RMHF1NLJ25CP94;NA
213800AOOCT6JKFY6Z68;NA
724500M7NB52FKYRMN09;NA
52990053QE1M1V4P6U87;NA
529900C56C3PB9X9ZO58;1101.TW
315700I4J1M1NKGWWY89;NA
549300SQPRO776X5FE72;NA
254900YPIEKHPTLH5D83;NA
213800NRSZ1N2Y6LEX44;NA
549300HT8KGOLU7VM426;NA
549300WZWOM80UCFSF54;MCK
549300SG184IVNYDMN03;NA
5299008GKJ48L49YT646;NA
213800KYT12UFB2VE455;NA
2534006G7F7F1TFC9T77;NA
549300QLDB6NIVNOYC65;NA
300300F1002531000023;NA
529900HAXZJRS9O35R08;NA
213800XY24LB1LFXM467;NA
5299005DWHTO45505A50;NA
5299009VDK2V4NWRQS08;NA
549300OUROMFTRFA7T23;NA
17TLZW2P4JY32JH8IK69;NA
3IUM9XRQ568BZLJOVE58;NA
54930042SK2Z708BA841;7181.T
549300PIN5NO5FLDUK36;CJENZ.PK^H12
549300F68LAQQLU3OH85;NA
5493006EY2MLMJ4GAB96;NA
549300EBYDWHTZVNTZ89;AUQ.TO^G15
549300K3NT1HSQFEM073;NA
54930053Q2QQG09V8511;XSR.TO^E17
529900VHCXYMDIQIM016;NA
549300CENF14MTI9H573;NCOG.O^K06
RCGZFPDMRW58VJ54VR07;CRM
5493009Q58RSNRUOV288;SNDK.O^E16
OWKQKLHXA6FSY7WZIY02;NA
549300DHTM8B2X5QMJ22;NA
54930009K1RH13YJR054;NA
3003009NURYQJKU6MT26;NA
5H5XJI2U5XWL4UIKDF77;NA
549300DEKUC15N9J1W30;NA
391200MAXK4O4QKB1Z13;NA
529900JNA1MSNDLJVC46;O2C.F
529900549FE5KA5Q9E73;NA
529900G4LFOVNBML2C47;NA
549300G0CFPGEF6X2043;JNJ
254900WKV0M1Z7MWN950;NA
52990018UPG26YRFSM46;MANG.DE^I21
549300L7V4MGECYRM576;NA
549300N3TVNO2HHVTT36;NA
INR2EJN1ERAN0W5ZP974;MSFT.O
549300JF6LPRTRJ0FH50;KSS
529900MAU9591GT2S236;NA
549300EZKELHYBQO9X11;SES.TO
2NRSB4GOU9DD6CNW5R48;8031.T
549300DDD1YQ8EIAT278;OCN
549300JKU50UT08ZWD77;S.N^G13
549300EJVXV788AP7H62;NA
529900F4IYQMTFUT5A65;NA
549300VTBJ820H8IKA40;NA
254900XEIG78M2AJB031;NA
Z01RQ8BXBEV51Q8XKV43;NA
549300E0SBNJUC47K872;NA
2534008FX8EXH1FMJA74;MTSS.MM
DXCAIPBUG5H0Q58VYG03;NA
549300LJNVY5SW3VTN33;TPR
JNLUVFYJT1OZSIQ24U47;X
549300S82W3QK11L1415;NM
254900PG0ZMNII4FRG65;NA
529900W66ZT6O5X1XR59;NA
549300NH25I1OLPBG255;PZZ.O^L10
2138002YCZ199GC7UT30;NA
549300JFJVF4I6PSM579;NA
549300JOVGPXKIWGAT22;NA
5967007LIEEXZX995C74;NA
5493005158BXZWGOX572;NA
5299002HX24U7L3HT926;NA
549300UWCHVGPFQQ3864;NA
5493004FUZN8R6Y3VB98;NA
529900BVQ5YZ4U2VLU24;NA
579100KKDHKDFFKKB072;GAL.BA^G15
549300AYWQ3QPHR4VE13;NA
549300ILS82W219XTE88;NA
HLYYNH7UQUORYSJQCN42;BMY
959800ZW40KQAXMDKC75;NA
5493001ZMCICV4N02J21;SFRGR.PA^J17
TA68BIKOADG4WT4STB33;NA
5493002XKIUDJWJUU032;NORNQ.PK
TAI340D9BWT9R77O0P03;NA
549300KU3A5N7HWSKB64;NA
5299004V4S625766IJ96;NA
549300B8QZVGCH2G4516;NA
UKEW8YSXE4Y581KYOL30;SKT
969500QMD9H878YIJZ23;BTND.PA^A13
549300U2HYPGZB6HDP95;KCG^G17
549300SDTESKM3R8F131;AVHI.O^J18
353800V2V8PUY9TK3E06;8306.T
549300GTMW4DNIWH3044;NA
54930077BZ6U5AC0NJ12;NA
549300WUCFRPL5MEEX24;NA
549300D4B8F9S4BJLI88;TRAK.O^J15
529900Z0C5X4H61UBM90;NA
635400DAFN6NT43HM530;NA
5493003NOCSC6LUWUF03;NA
529900F0AEX3776C0J76;NA
254900YGZAI23JWAJW51;NA
549300MALMDAGL2ZJJ27;NA
549300ICFD46O3KMJC06;NA
549300W9M1577I3BNU94;NA
FKGUXSVQ4OB24L2TPG63;NA
549300M42WZ9F88ULC83;NA
549300VULNLWHE8QWI76;AJRD.K
529900G0Q60XG5UANA05;NA
529900967AJZ6T29Q111;FVBGgc.F^G04
5493003TRZY542551L24;NA
5493003B4WZ1YZYFR583;PKDC.PK
WZBHUO49BOEVWYJGS109;NA
254900I8KYDELP4B4Z08;ELET6.SA
529900A04GL02604LJ24;NA
529900BBEBGNAA1C6176;NA
549300FT5JOXS1PZ1I32;CEN.NZ
4469000001BL6VG3DH44;NA
GZUKC3HJWQRZFI3N4M23;NA
549300TPLK304J3RNC85;NA
5299007SFHCYOEWEAW31;NA
549300P8YYCKQVJ0Y638;GDEN.O
5299006GD4UWSYZOKC28;GXIG.DE
5299009A3NNGOV6Q7Y54;NA
549300Q7SEZ32KPGBL06;003450.KS^K16
5493002MYX22OHYJBD89;CPT
5299007O0A3MLVGRMU30;NA
95980020140005542563;NA
967600RXZQIFPZMRMF76;NA
549300FSLVHLFZ3S0D82;NA
213800P7QU9BRRX4LI42;NA
353800ZCXKHDPY0N5218;9983.T
YEMD6E68QLMSL3ZMES44;NA
529900H24NOMGMZBCZ74;NA
52990093GF8L3K83HU38;NA
529900G5XKBZN48T6283;BALN.S
254900HB6S4B12GBNP64;BBRI.JK
213800KLWIACHRBYR158;SMTP.L^C20
549300NUHZOW40YQ6E95;ILNX.OQ^K05
7245004MMDFDONX35847;NA
5493007FHBIVK26PAB76;NA
549300TJB5YBRUPOG437;DELL.K
2549009PPKWCRWK2JA21;DICO.QA
6UHI53KIJKOJMJ34UR03;NWLI.O
5299007GRIKP15GM4927;0135.HK
549300CMMHU26QXWNQ47;NA
549300U9RYQJ10GKP874;NA
5299009UDLLGLKOOJE30;TMHC.K
254900UN2NX4GAXDKJ55;ISG.CN^C17
GA3JGKJ41LJKXDN23E90;AZO
31570074PLDZISJWNN43;NA
5493001C62ZLWJXL4D02;CPPRQ.PK^B21
529900C4BDI11BJKQ590;NA
549300HJ4VIXF476Q166;WSC.O
549300HSTXVCQ4ECT255;NA
5493007M0RIN8HY3MM77;BG
VXY8WN094UAGJGCYH868;NA
969500TFQ3F7XCWKAZ64;NA
549300UY9FEOG85HFK93;NA
254900RAI2CQ1FOUKF20;NA
213800YZZX39WY5G7M06;NA
549300IESZBC3BJUJW64;STAY.O^F21
549300X6CNQE512OPC90;2884.TW
549300XC6BQVZTLJJX23;NA
254900ZV8ZSU1DZ2G892;2168.HK^H17
549300FG5PBBG2FX4L24;6111.HK
5493004QM4B3WJSSYR98;NA
254900H95TJC2CV11X50;2352.TW
RY5TAKFOBLDUGX31MS24;NA
549300UFX44G7BHWH159;NA
549300K5VIUTJXQL7X75;AQN.TO
549300V8T4UA59OPUX04;NA
30030004CM3GSZXX7O56;2317.TW
5299005U11RQ1C27MR12;1038.HK
54930089QP6NQUHLU558;NA
5493002H80P81B3HXL31;CNL^D16
549300P2BNVW6BLVFO78;NA
549300WE2RTJCH0MXS76;NA
529900DKZ2XYD5O61I90;NA
549300DUPWCQV3UCK553;NA
529900QZ3EMAU0QKFK85;000157.SZ
5299002ENJ7CY215BW86;UMPQ.O
5299001JPPT2QFTV5D76;AMS.S
549300YGMGQDO0NMJD09;UHS
8SSPH2DFPDRV2VZK6G37;NA
5299000LCG7RQKQKSX46;NA
5493005Z5DB0O5S30R71;WSTC.O^J17
529900M0JIUCMWVKHG76;WEN.O
549300RNDW5IX94UG575;NA
529900P0GSQ79OOZEV53;HZNP.O
VVT2B79I2Z4U3R6BY589;NA
5299002Q4KTHGYTRYV23;NA
549300ZPD490G9UI0A49;NA
HGV8VDVNL0W6SF2U9C50;RYN
8I5DZWZKVSZI1NUHU748;JPM
549300UKKEC0Y6TXNF09;NA
549300LBCBNR1OT00651;NA
335800OFZ8YEIVN1QI11;NA
549300T2R1ZBGV1UVE31;NA
5299001KO1M2237AFF59;NA
549300JWNE2R5KAL9F35;NA
549300OV4BNKTNLL5B90;QCP^G18
E0KSF7PFQ210NWI8Z391;NA
0BGI85ALH27ZJP15DY16;BLL
254900XBG17MF5UNCY48;NA
969500K59WA6SGV1YD65;NA
549300T344IW05V1DM44;2060.HK
213800L5B1OK3FN9NM11;NA
OJH4M4RQMT1WXN2BNC32;NA
549300YB9OSQEF7OYJ23;NA
549300VVEYXR2MC40W44;NA
549300H6H8BAYLUOGZ71;NA
81560047FA58E1BEDF67;NA
549300R14AE9EUHJQ778;NA
2P2YLDVPES3BXQ1FRB91;ZBH
549300ZVE6MONHB01I28;FBM^A21
5493000R61KI7LN11029;GIMO.K^L17
549300RLHDA7VQYMUB14;CTCa.TO
529900LIZVBUANJ20E31;NA
529900WG74YLU65ZKY29;NA
QKQ43I6KFB8KSER22F66;POT.TO^A18
549300TVTVALJC1NA695;NA
549300UJR8E8M7X8BT98;NA
254900GFRCPNS88N4K89;NA
3912004GMFDLY04RUQ19;TC1n.H
5493001FXGWIPH9SLE42;NA
529900VZ0IRKOXV6FW36;NA
PQOH26KWDF7CG10L6792;ERST.VI
529900DPEMRXN5D8HQ50;NA
IESTMFG7UGW7B60IKK28;LTS.TO^J16
529900OOW8ELHOXWZP82;UNIQ.VI
335800HAMJMBFL4RRF02;MUTT.NS
72Q26SNHIF5UHHEV3451;NA
969500DQQD2N0HIC9962;NA
549300EPPOGR6VE7L196;NA
549300FLTQNCXWXKUX46;NA
635400NTV7KC9RQ3ZL20;NA
5299008CB70V42443L55;NA
5493003VOR6NTY465495;NA
254900621R686KJR7022;PRI
5493006IFM30PWSM2474;NA
529900HJPDR9K1VZV451;NA
5299008YILDXW9HPVL61;NA
5299002L2ADKMUUHYE52;NA
549300BL60M24HHE6T43;RMY.N^C01
549300CBVIZGSWHLQN67;NA
213800L6VDKUM3TCM927;NA
549300GKFG0RYRRQ1414;DNB.OL
529900EXG2PM316ISO63;NA
54930073YIX53P6R1Z15;NA
549300TLB866S6OTS133;NA
549300WHE4O6UJ2KU013;NA
LSGM84136ACA92XCN876;NA
549300B1U8APAW5FP178;NA
549300ITOVH0OY7PZC34;DOC
549300P7P4UZITR2UN79;NA
529900G1B8AXELNRG982;NA
222100GPK3TXH3YGOB37;NA
3003005BPKQW8OVH9H68;NA
549300LC82HG33S19I03;SGRY.O
529900PR2ELW8QI1B775;NA
549300E94QP27RQTWH92;NA
724500TXS5HH3GY4UW42;NA
9845000FCCCA6C8C1B72;NA
549300WNUD6RTYN7CJ08;REXXQ.PK^K18
35380000WKGEAHEMW830;6201.T
529900A0E1J5JSOKEK83;1193.HK
BWJQDIGJDI1NBFEYV648;NA
GDI8P8WHFH4PS5YTU851;NA
VPQEY6SB0BUIVT13IV95;EXAM.K^G16
5493007B9BM9ZXJINO78;LYV
549300XZEPZ1TK0ML932;CEN^K07
549300ZXM0KTRM0NMI59;NA
213800UA74QOTK6IES10;NA
529900R600X5X54X0G26;NA
8UFQZZDNYQPXONCJED72;NA
549300HX0ISXOOEMR657;NA
549300AJ3LI4FWNRQX29;SYNA.O
30030000BZBULLNIS168;NA
254900L07WFL833JX193;NA
5493008SZGSVUCSNB151;NA
549300PMLQBE19M15F61;NA
391200ZTPDO7UIOHLY51;NA
21380028ATJ79OTA9W17;7010.SE
213800SVRMQA1TD91D41;GIVN.S
529900NFP8CVUMHPTO39;NA
254900O39SXGX3CS4F17;NA
529900SL6VGZ82VFC372;601963.SS
529900M87JQS8TUO0L66;4938.TW
549300SPX8573VZ2SK79;NA
529900PHEDY0XKZGGY04;NA
549300V9QSIG4WX4GJ96;DTEGn.DE
3003009M1GRD07UMUZ33;NA
3003006KWNC15XPX1Q91;NA
549300RFZV39PJ73PH67;SRCI.K^A20
969500OPVXAIUV3YEH97;NA
529900V54UV5XQUK5S85;NA
5493004HKD20LBSG7D03;KAR
5493000SU80NQC387X39;NA
529900O5KABM3R3SFM87;GIII.O
549300CIY471J0FRHD71;NA
3003004U5GJMWSZMS292;NA
JO5M6676RDJIZ2U8X907;OC
5493001DXJZWKKRPUT21;NA
549300Q4JBHBZ2WEQR78;NA
579100DKDJBEFDDIH020;NA
549300UFYS6QI2KC6S92;NA
300300D3000211000028;NA
549300W9STRUCJ2DLU64;NA
213800GCC88XIZ4XOH45;NA
213800Q9SMRNCMJTOZ26;NA
549300I1YSWNIRKBWP67;VRSK.O
549300OL514RA0SXJJ44;NA
ZLECI7ED2QMWFGYCXZ59;ITV.L
5493001DQYQ5GT8RL036;NA
9884001B6VSIQS4ZY558;NA
549300CZVZYSMSGX6X78;NA
CO6GC26LCGGRTUESIP55;0023.HK
3LGBWM7SJ10PEV1KRW42;NA
529900XYOP8CUZU7R671;FSRJ.J
3003000FCSCXO9XSHJ35;NA
02VFQXG2D1LR5ZH3K186;NBL.O^J20
5493001I9203PRB5KR45;BCE.TO
549300M3X0AGTRD9N664;NA
549300I1BCJNAUPWNP40;NA
54930050NR9YMICYZM28;NA
549300QNL40Z023HF633;BGC.N^B99
5493003WEAK2PJ5WS063;CVNA.K
IWUQB36BXD6OWD6X4T14;NA
549300SULPFDEWWFVD15;NA
54930026E4DTBSJUWH86;9933.TW
549300KZNRWUQ7NHM730;NA
54930064HVW057Y9GN92;NA
549300VNL5GGCGT9XC20;NA
5493000WSC4BMKR8WA54;NA
549300ZPZ17K5JZRSK73;NA
JR5KI5OHGDQJ7QBQ7R81;NA
95980020140005757903;FER.MC
5493003CU2R7OZW0RV25;NA
5493008K8W3OKZE54J59;ETP_pc^D21
213800XCGVKY8DKLVX24;NA
529900JSFZ4TS59HKD79;EBKG.DE
549300EHEAAXIQPGMH85;NA
254900NAOGHJ88RZ4C73;HP
5493007ACNHXP1QZLI35;NA
549300SWLHWJF3D4N658;NA
529900ETI7480XT9MU29;WALVe.VI^L92
5493003N7447U18U5U53;YPFD.BA
529900IZ2U4IRI3KB392;NA
549300152B1S9YKBYV79;HCC
549300HBUNHZ41EGEU21;NA
549300PV9MD7N6USCM41;NA
815600E31C4E7006AB54;US.MI
52990053R8NL2MB32172;8951.T
21380066GRV5QOWJZC71;NA
52990023NLJ3CRZHJG50;NA
549300JWFL5E2LAFKV86;NA
529900OCZ771QNW8QC67;NA
529900GB1AZRHCRY1V75;NA
YMFI60WPVOWROKG67Y03;CATM.O^F21
549300S0X7QSIFJ1VE55;NA
XY0N0J73VHV5F4CUJV89;SOCGP.PK
5299004R7GE2GR2ITS85;NA
529900P9O3VLPTIJZQ18;NA
6SHGI4ZSSLCXXQSBB395;C
5493003ENY577E6SZL06;ANGI.O
529900HO0W406L465O97;NA
6Y0GK87T6V7NJKZJVM41;FLS
213800167WOVOK5ZC776;AML.L
549300DCNKR5T2UFCS98;LNR1L.VL^G20
7NKTFWJ1G6MELP9TU740;CMS_pb
254900CXFAVWKAD2YS26;NA
529900EIVFBRS4PUBZ13;CBL
APVBKPOULHUX7YZLKU17;AR
YA13X31F3V31L8TMPR58;EW
529900T7MYZUMMW4O176;BEVGgd.BE^C08
52990044JL2ZPWONU738;DICn.DE
549300TJ3QFYVCTSCJ29;NA
529900XEQIE8VMIDYW28;NA
25490029JL0QGPFKZP24;NA
529900473Q4X48H0QM82;NA
549300FRNNT8MN4FE461;GYMB.O^K10
54930082PTB6Z6CD6152;NA
416AP2JOUTCWEGSOZW41;HLX
549300YKTY8JX1DV2R67;NCR
549300PYTQ56REJM1V51;NA
3157001WZJ5O35EAL536;NA
TF1LXM1YNB81WKUH5G19;BGCP.O
ZV4KKWT8PFPEI04GFF04;NA
NO9X1VSZ0FTLOJMCQD79;NA
213800EFQXH43HMGJL59;1102.TW
549300X5X81JXQ093E23;TXU.N^J07
549300DCAFIXFNFR3304;SAVE.K
213800R3E823B1UBIA81;GWI.L
549300ZTTY7CXOLJ6539;S^D20
5299004XQ9TKTTYCR270;NA
969500KWT26BST7DUO80;NA
ZW1LRE7C3H17O2ZN9B45;ATI
FRDRIPF3EKNDJ2CQJL29;LLY
378900EF3BA9A5F42A59;ANGJ.J
549300EQYQ8SCQZ4BY14;CREDITC1.LM
549300YFKOM2XNCKQU76;APLP.O^D18
5967007LIEEXZX8ZW078;NA
549300O0M58XBX4UN158;NA
4469000001BN524BYH65;NA
549300KEQJS5FRVUCO94;VRNT.O
5493004OWKNUMFD7V752;OCIP.K^G18
213800RW2USZX2Z5MJ11;NA
213800QZJMYQ3FA8E820;NA
549300KQQI7KQCL6ZI60;NA
549300T21W22FIJJOW08;UIS
254900BJJ12X7PJT5072;NA
815600FD1C2C2E80F866;NA
529900W1LSYUF3CYVU10;NA
7890006U2TVGMCPE3F49;NA
549300NV5RXBUS3X7L47;NA
529900XKWV496H2Y5323;NA
549300ACOX4QTBES6535;INVA.O
5493006JVO6N2HC2XZ76;7182.T
335800ZQ6I4E2JXENC50;HDBK.NS
CE5OG6JPOZMDSA0LAQ19;OGE
549300Q95MWZB4BXB866;NA
549300WYXDDBYRASEG81;MTB
549300XMP3KDCKJXIU47;MMC
549300WYW5D9I3FR0643;GEI.TO
529900SP5N49HUWWAA40;NA
549300I5OQCDADQSPI57;NA
72450062FIU07Q46VO29;NA
254900ZJJJYVLHJXSZ60;HNGR.K
391200QTD6VW5OOK0Z35;KRVG.DE^B09
5299008M5D5QGM9F2M17;NA
XHK82HP57BJNZ0CZTH48;NA
529900X624BIZY01DY26;NA
254900ZAACWK09RJ8W93;NA
213800NP24NMT1XY4Z55;NA
9DJT3UXIJIZJI4WXO774;BAC
HHWAT5TDOYZMM26KKQ73;SNA
549300LMT5KQQXCEZ733;OMI
549300496LYEZ55X1M49;NA
BL03B05TRUKQ14Y1HC46;NA
5299005M71FH9CCSFB69;MHO
54930064K3612MGCER95;ATUS.K
254900JU7TV6VS9GRW29;EDN.BA
549300BSQ0R4UZ5KX287;CRL
549300X30CIB1BSTDE81;NA
5493001K4EDHT2T6W812;AMK
L33L76GHI1OSBKDQ2623;NA
5493005044RTLQ5RZU70;NA
529900V149RX4DY7BP21;NA
529900RSKB4L1LC0HT02;NA
7245000TNUYRYX5JIS29;NA
213800T6AWJ7S2PD5U82;NA
52990017UI2F0KP9E995;NA
213800C5H514C3AD9V36;NA
Y4DQT2X5DDRE70QFR206;SAB.L^J16
237YTH76KTQNIWTYJQ19;NA
52990059VEQM9RBM0045;SPB.TO
815600D2FC31AF713B07;SNAI.MI^H18
549300ES84TRW7EWGU35;NA
2IGI19DL77OX0HC3ZE78;CM.TO
5299006OWDQGU3FEDK86;NA
529900P5VTXZS191P208;WAIR.K^A20
549300Y5CFT2LKCFDN54;NPO
5493008XTSFG3ZUAYA52;WRG.TO
529900X2VMAQT2PE0V24;RIO.AX
XTC5E2QFTEF0435JWL77;NA
2G5BKIC2CB69PRJH1W31;NA
213800EVBYLGF87O9I05;NA
724500XL903Q6UKTRJ05;NA
549300U8BQFIMTVOSF49;CBGI.MI^F14
549300BXBB50PDGPN772;NA
549300G8E6YUVJ1DA153;ESSITYb.ST
529900IAZ7K53LG7BT89;NA
9J6MBOOO7BECTDTUZW19;NA
549300TCAVDGRPDHPP74;NA
XUQGBG45F6A0S031JI10;NA
815600D79C96B9661149;NA
MGCJBT4MKTQBVLNUIS88;ARE
549300XGJX6FOWLOI640;FIBK.MI^A07
254900MGZPWGJDGJRO25;2867.TW
5299006CLM2Z97AATT29;NA
BUCRF72VH5RBN7X3VL35;ENI.MI
529900K9ZGGNF9D1JW18;NA
549300FZB4XB5JCHXV67;NA
54930006M0532SF5DF32;CRWN.O^E16
529900VJJC1WXQU3Y063;NA
529900BLN1QPNXZPK281;NA
529900C4A6CDUR4NBP38;NA
549300JVV8YLQSRSF462;SPWH.O
5299002Z9UC1VRIIYQ43;NA
549300MKW8R09C045D07;NA
549300B8RMOTK5QZWT61;NA
PT3QB789TSUIDF371261;TD.TO
549300XU8TJBBGLK8V26;NA
2138002658CPO9NBH955;GLEN.L
N4662XQCE3KKIZ6EZS08;NA
988400SAX0Q74FRA9981;139480.KS
M2XAO3TMSOVP9I7JE295;NA
529900PE29K8ZEBY9P97;NA
5493004IUZY0KS3K0W93;NA
549300HFPXJTFWXED572;NA
959800N0AU9UH7XFF960;NA
25940003WORCIZ1P1D63;GBK.WA
5299009WBL493K1UK415;NA
549300G8MXNNKKCIHR78;NA
254900JN62P3FMEBPZ68;NA
391200OM1ASXABQTGF02;NA
9884009N7RORLEXZUF33;000370.KS
88CPW63VL7KHJWS0NY83;ENLK.K^A19
5299003FJVBETSFKE990;TNET.K
549300W13SXC7EKNJC20;NA
WP5O65E6BMU84LNO4227;NA
549300UQBIZ8FAMXQP93;NA
213800O17TCHQURR2541;PER.L^L14
529900PMJZNG81ORGK31;NA
549300OLASY35I7WLH54;NA
549300SR1GYYNBZQGX56;NA
213800Z8NOHIKRI42W10;NA
549300EFWH9UR17YSK05;ETL.PA
5493002EE80G6ER7SM91;NA
5493002F0SC4JTBU5137;SYK
391200FYLWFM9HYHFM20;NA
549300VSP3RIX7FGDZ51;NEM
529900BCTRWFK7ESLF11;DLNG.K
5493004YNM7LB1ZMQ692;TET.TO^I17
K6Q0W1PS1L1O4IQL9C32;NA
353800YAR3OVUITHTG64;9022.T
54930015E5J57R675E89;PRA
54930044KVSC06Z79I06;CLX
5299002OVL4C64EPP040;NA
5493000CGCQY2OQU7669;JBL
549300OUDQW3C16XVT44;NA
549300T2F3LMLG2GY404;NA
558600USX20EGH6LVQ89;4300.SE
254900ORQ4IYCZ7CC308;NA
5493005RZJHJT5PNHY10;IGN1L.VL
549300U28H80EWHO0639;NA
549300VH4MUMYIT6HH52;NA
549300VL705RQ5PHI407;OSB.TO^B21
5493002BTHEJPFI8FB77;NA
549300HX3UUDPEFTG707;LTM.SN
549300GJYDC41CGNIO64;NA
213800TYE811KAUN5G19;NA
5493001UYI3ZKCH55L10;NA
5493004LWF8OYZECFG32;NA
54930058SS5MF69JGN89;NA
4469000001BLH7J2SH12;NA
549300MROK5WY0D2NU17;NA
529900TS0EYRUVSQQ196;NA
ACCNUHFBB1I1SB87HC10;NA
529900SRTAZ0INX89X71;NA
391200SCCALTCWGIF224;NA
549300VFES0IWW7QKV92;NA
529900SG2UQ5FWFMPL82;NA
213800NKX83414QQZ664;ATW.CS
0NZWDMRCE180888QQE14;NA
549300C97P3BW8QROE16;NA
549300NU5WPBVSIGC216;NA
529900TN5F016CJ77P03;NA
5493008T4YG3AQUI7P67;CLNX.MC
529900SZOAGFMH59A131;NA
549300MI8YS4IVFTKP23;NA
549300960TB5ID0J6819;8394.T^I15
LQPXMHHNJKIPJYE53543;NA
5493004YGQX08T1Y2F88;NA
5299002L520EUXTD9A56;NA
549300HVW4WNWYBXN830;NA
2138006FECWIZUO67V37;1788.HK
3SHLIX0OPDNYROUX5331;NOBG.SI
254900TWUJUQ44TQJY84;MNG.L
549300WFHLTCZV7D6V29;ACA
D4460PKD5XG25GNWT422;EMMS.PK
529900UYXZMALNMJ4Z15;NA
549300RTMCH3BZMD3G21;NA
213800TNFSTCW6BFWE04;NA
391200GLBAFG69QGNT85;NA
549300LB0THBBEFBXE82;NA
549300A0QNNPY14D9106;SRSCQ.PK
2138003EYHWO75RKS857;TLW.L
529900Z2Y8487OQRMV97;NA
529900ZT0AVI5W1VFB58;NA
549300UZL594LJJQKW29;NA
4469000001BRB4C9S895;NA
4469000001BOLZ266P67;NA
ZV20P4CNJVT8V1ZGJ064;ON.O
549300LTU6LVPZSHMJ25;SRC
743700RFAN8QA5JFA150;NA
96950066U5XAAIRCPA78;NA
254900IADTL7913IZI83;NA
5493002GXSKOEFYK5278;NA
529900KW4GG29WO59056;NA
9884008CRY5MLCN8OQ43;NA
529900MOBTIT6POH8J38;NA
549300CC5Y1TT5STIK89;NA
988400SYR92543UITC37;001450.KS
549300412UOUP44DE202;NA
5299004ZAWHQZI5XO485;WNC
549300MQYQ9Y065XPR71;FTS.TO
529900806UBWPV6E0W38;NA
969500TP61Y08TU11N50;NA
WGII3666BEDR02O24131;NA
549300W0W5UC5TZ74678;PFCB.O^G12
549300BPLGJOVZI8MJ26;NA
54930028EZKBY3VF2528;NA
549300072SSDWMQ32E64;NA
549300WSX3VBUFFJOO66;REL.L
549300QXX3SGZZ4OEU72;MULT07PREFA.PN
261700Y3D3HS19DX3O19;NA
529900H8FIYAOV5FUW68;NA
988400052G1DUHESDM19;NA
549300RSKQN4Z5ZSGH94;BMRI.JK
81560076E3944316DB24;A2.MI
213800NISCV8CQI6LW27;NA
4ONCJWH5BBCYSJIJYX61;NA
BSGEFEIOM18Y80CKCV46;NA.TO
254900U2BSJCQHJCXN24;AC.MX
54930075XUBIYTD69G73;NA
549300CZ03MC0SNKEV49;NA
5493003FPG03GD7G5377;SBSR.SI^D21
549300PN6MKI0CLP4T28;NA
529900ODI3047E2LIV03;NDASE.ST
549300QS0T6J1US4PS25;NA
5493009RIHSE12DQ0J28;NA
M6AD1Y1KW32H8THQ6F76;BOPr.AT
529900862QUTB5U3SO91;NA
N8T7HW55LK5D2ORCKP39;NA
52990057ZQ4BWT81RT82;NA
213800YOEO5OQ72G2R82;RIO.L
549300MKFYEKVRWML317;ULVR.L
N747OI7JINV7RUUH6190;EMII.MI
529900NI06KDCOI3KP85;NA
969500FYEXW795NPJO79;CRBP2.PA
529900AZX36G3T8UKI42;NA
5299005SPZ1QYL51JD25;ACOx.TO
529900PJXMMZ3I6O2U89;NA
5493008OXG9XCTS4DU47;NA
549300LA1UDXPBQ7CV95;USSPQ.PK^K09
549300Z5D1R2TLZIUT76;NA
WFBCP6PB6JZR80B7U482;NA
VYVVCKR63DVZZN70PB21;NA
CUMYEZJOAF02RYZ1JJ85;PFG.O
894500PJ28XTH66K4X83;NA
7CUNS533WID6K7DGFI87;CABK.MC
549300ZZAXMZC4O5ZU96;NA
549300ZC1GPV35XYDK53;BIO
529900TYYSRJH2VJSP60;STRV.VI
549300UDG16DOYUPR330;TKAG.DE
5BV01I6231JPDAPMGH09;TCA_py.TO^C14
5493007TMQBK5ON2MV35;NA
7437002N0BQXM1JQUP81;NA
E5VAS7I8GX5B0SDBX010;NA
549300P6U1FJ3IMP7K42;NA
